row_type,yr,service_category,subcategory,type_of_service,service_group,dual_status,age_band,sex,allowed,pc_allowed,ab_mm,pd_mm
spend,2021,Professional,Office (incl. telehealth),E&M,,Dual,<65,Male,94407.02,,,
spend,2021,Professional,Nursing facility / hospice setting,Unclassified,,Dual,85+,Female,458.34,,,
spend,2021,Professional,Inpatient/outpatient hospital setting,Unclassified,,Dual,75-84,Female,37159.9,,,
spend,2021,Professional,Office (incl. telehealth),E&M,,Dual,<65,Female,37928.47,,,
spend,2021,Professional,Urgent care,Unclassified,,Non-dual,85+,Male,277120.51,,,
spend,2021,Professional,Office (incl. telehealth),E&M,,Non-dual,85+,Male,21531.9,,,
spend,2021,Professional,Office (incl. telehealth),E&M,,Non-dual,75-84,Male,48613.08,,,
spend,2021,Professional,Nursing facility / hospice setting,E&M,,Non-dual,<65,Male,1570.03,,,
spend,2021,Retail Pharmacy,Prescription drugs (Part D),n/a,,Non-dual,75-84,Female,732205.91,,,
spend,2021,Professional,Nursing facility / hospice setting,Unclassified,,Non-dual,65-74,Female,24391.45,,,
spend,2021,Professional,Office (incl. telehealth),Exceptions/unclassified,,Dual,85+,Male,6887.69,,,
spend,2021,Professional,Office (incl. telehealth),Unclassified,,Dual,75-84,Female,341984.05,,,
spend,2021,Retail Pharmacy,Prescription drugs (Part D),n/a,,Non-dual,75-84,Male,1173042.97,,,
spend,2021,Professional,Nursing facility / hospice setting,E&M,,Non-dual,65-74,Female,620.44,,,
spend,2021,Professional,Urgent care,Exceptions/unclassified,,Dual,75-84,Female,0.0,,,
spend,2021,Professional,Nursing facility / hospice setting,Exceptions/unclassified,,Non-dual,85+,Male,0.0,,,
spend,2021,Professional,Office (incl. telehealth),E&M,,Dual,85+,Male,3874.05,,,
spend,2021,Long-Term Care,Hospice,n/a,,Non-dual,75-84,Male,482887.82,,,
spend,2021,Long-Term Care,Hospice,n/a,,Non-dual,75-84,Female,440435.86,,,
spend,2021,Professional,Home health,n/a,,Non-dual,85+,Male,8982.23,,,
spend,2021,Professional,Urgent care,Unclassified,,Non-dual,<65,Male,287036.03,,,
spend,2021,Professional,Inpatient/outpatient hospital setting,E&M,,Non-dual,65-74,Female,1206.6,,,
spend,2021,Professional,Urgent care,Unclassified,,Non-dual,65-74,Male,334931.26,,,
spend,2021,Professional,Home health,n/a,,Dual,75-84,Female,15683.28,,,
spend,2021,Professional,Urgent care,Unclassified,,Non-dual,<65,Female,183007.62,,,
spend,2021,Professional,Home health,n/a,,Dual,75-84,Male,3853.6,,,
spend,2021,Professional,Home health,n/a,,Dual,85+,Female,10347.77,,,
spend,2021,Professional,Inpatient/outpatient hospital setting,E&M,,Dual,65-74,Female,600.5,,,
spend,2021,Professional,Inpatient/outpatient hospital setting,Unclassified,,Non-dual,<65,Female,150269.24,,,
spend,2021,Professional,Urgent care,Unclassified,,Non-dual,65-74,Female,281108.18,,,
spend,2021,Professional,Urgent care,Exceptions/unclassified,,Dual,65-74,Male,0.0,,,
spend,2021,Professional,Urgent care,Exceptions/unclassified,,Dual,65-74,Female,0.0,,,
spend,2021,Professional,Urgent care,E&M,,Non-dual,<65,Female,7074.75,,,
spend,2021,Retail Pharmacy,Prescription drugs (Part D),n/a,,Dual,85+,Male,349376.35,,,
spend,2021,Retail Pharmacy,Prescription drugs (Part D),n/a,,Non-dual,<65,Female,1393714.19,,,
spend,2021,Professional,Office (incl. telehealth),E&M,,Non-dual,85+,Female,19912.52,,,
spend,2021,Retail Pharmacy,Prescription drugs (Part D),n/a,,Non-dual,<65,Male,1541468.58,,,
spend,2021,Retail Pharmacy,Prescription drugs (Part D),n/a,,Dual,65-74,Female,397635.45,,,
spend,2021,Retail Pharmacy,Prescription drugs (Part D),n/a,,Dual,75-84,Female,300698.11,,,
spend,2021,Outpatient Hospital,Hospital outpatient,n/a,,Non-dual,<65,Male,16080677.06,,,
spend,2021,Professional,Office (incl. telehealth),Exceptions/unclassified,,Non-dual,75-84,Female,13069.73,,,
spend,2021,Professional,Nursing facility / hospice setting,Unclassified,,Dual,65-74,Female,1229.64,,,
spend,2021,Outpatient Hospital,Hospital outpatient,n/a,,Dual,<65,Male,5231299.31,,,
spend,2021,Retail Pharmacy,Prescription drugs (Part D),n/a,,Dual,85+,Female,228385.45,,,
spend,2021,Long-Term Care,Skilled nursing facility,n/a,,Non-dual,65-74,Male,851076.96,,,
spend,2021,Professional,Office (incl. telehealth),Exceptions/unclassified,,Non-dual,75-84,Male,19185.06,,,
spend,2021,Outpatient Hospital,Hospital outpatient,n/a,,Dual,<65,Female,11840192.5,,,
spend,2021,Outpatient Hospital,Hospital outpatient,n/a,,Non-dual,<65,Female,28979791.11,,,
spend,2021,Professional,Office (incl. telehealth),Exceptions/unclassified,,Dual,85+,Female,5198.85,,,
spend,2021,Professional,Office (incl. telehealth),E&M,,Non-dual,75-84,Female,27316.08,,,
spend,2021,Retail Pharmacy,Prescription drugs (Part D),n/a,,Dual,75-84,Male,368065.44,,,
spend,2021,Long-Term Care,Skilled nursing facility,n/a,,Non-dual,65-74,Female,651084.04,,,
spend,2021,Outpatient Hospital,Hospital outpatient,n/a,,Dual,85+,Female,778566.41,,,
spend,2021,Retail Pharmacy,Prescription drugs (Part D),n/a,,Dual,65-74,Male,569405.52,,,
spend,2021,Professional,Urgent care,E&M,,Non-dual,<65,Male,33084.36,,,
spend,2021,Professional,Inpatient/outpatient hospital setting,Unclassified,,Dual,75-84,Male,24494.56,,,
spend,2021,Professional,Urgent care,Exceptions/unclassified,,Non-dual,85+,Male,0.0,,,
spend,2021,Outpatient Hospital,Hospital outpatient,n/a,,Dual,85+,Male,850539.1,,,
spend,2021,Professional,Office (incl. telehealth),Unclassified,,Dual,65-74,Male,589409.41,,,
spend,2021,Professional,Inpatient/outpatient hospital setting,Unclassified,,Non-dual,75-84,Female,196882.17,,,
spend,2021,Professional,Inpatient/outpatient hospital setting,Imaging,,Dual,<65,Male,1577.13,,,
spend,2021,Professional,Nursing facility / hospice setting,E&M,,Non-dual,<65,Female,620.44,,,
spend,2021,Professional,Inpatient/outpatient hospital setting,Unclassified,,Non-dual,75-84,Male,70996.53,,,
spend,2021,Professional,Urgent care,E&M,,Non-dual,85+,Male,5431.05,,,
spend,2021,Outpatient Hospital,Hospital outpatient,n/a,,Non-dual,65-74,Male,7016259.77,,,
spend,2021,Professional,Urgent care,E&M,,Dual,85+,Male,600.5,,,
spend,2021,Professional,Nursing facility / hospice setting,Unclassified,,Dual,<65,Male,1581.76,,,
spend,2021,Professional,Urgent care,Exceptions/unclassified,,Non-dual,85+,Female,0.0,,,
spend,2021,Professional,Services at home,Unclassified,,Non-dual,75-84,Male,1384.02,,,
spend,2021,Professional,Services at home,Exceptions/unclassified,,Dual,65-74,Male,0.0,,,
spend,2021,Professional,Services at home,Exceptions/unclassified,,Dual,<65,Female,0.0,,,
spend,2021,Outpatient Hospital,Hospital outpatient,n/a,,Non-dual,75-84,Female,3210120.31,,,
spend,2021,Professional,Services at home,Exceptions/unclassified,,Dual,75-84,Male,0.0,,,
spend,2021,Outpatient Hospital,Hospital outpatient,n/a,,Dual,65-74,Female,2985219.36,,,
spend,2021,Outpatient Hospital,Hospital outpatient,n/a,,Non-dual,75-84,Male,3682954.63,,,
spend,2021,Professional,Office (incl. telehealth),E&M,,Dual,85+,Female,2485.44,,,
spend,2021,Inpatient Hospital,Acute care hospital,n/a,,Dual,65-74,Male,788369.58,,,
spend,2021,Professional,Urgent care,Exceptions/unclassified,,Non-dual,65-74,Male,9616.12,,,
spend,2021,Outpatient Hospital,Hospital outpatient,n/a,,Non-dual,65-74,Female,8061417.26,,,
spend,2021,Professional,Services at home,Unclassified,,Non-dual,<65,Male,11661.45,,,
spend,2021,Professional,Inpatient/outpatient hospital setting,Unclassified,,Non-dual,<65,Male,338207.63,,,
spend,2021,Long-Term Care,Hospice,n/a,,Dual,85+,Female,32813.95,,,
spend,2021,Professional,Services at home,E&M,,Non-dual,<65,Male,1845.1,,,
spend,2021,Inpatient Hospital,Acute care hospital,n/a,,Non-dual,<65,Female,3664980.53,,,
spend,2021,Professional,Office (incl. telehealth),Unclassified,,Dual,<65,Female,818993.4,,,
spend,2021,Professional,Nursing facility / hospice setting,Exceptions/unclassified,,Dual,<65,Male,0.0,,,
spend,2021,Professional,Inpatient/outpatient hospital setting,Unclassified,,Dual,<65,Female,43953.31,,,
spend,2021,Professional,Office (incl. telehealth),Unclassified,,Dual,<65,Male,954304.59,,,
spend,2021,Professional,Urgent care,E&M,,Dual,85+,Female,3079.25,,,
spend,2021,Inpatient Hospital,Acute care hospital,n/a,,Non-dual,75-84,Male,2043299.46,,,
spend,2021,Inpatient Hospital,Acute care hospital,n/a,,Non-dual,75-84,Female,1140528.6,,,
spend,2021,Inpatient Hospital,Acute care hospital,n/a,,Non-dual,<65,Male,3676929.05,,,
spend,2021,Professional,Nursing facility / hospice setting,Unclassified,,Non-dual,75-84,Male,13987.61,,,
spend,2021,Professional,Urgent care,E&M,,Non-dual,85+,Female,615.85,,,
spend,2021,Professional,Inpatient/outpatient hospital setting,E&M,,Dual,65-74,Male,620.44,,,
spend,2021,Professional,Services at home,E&M,,Non-dual,65-74,Male,615.85,,,
spend,2021,Professional,Inpatient/outpatient hospital setting,Unclassified,,Non-dual,85+,Female,3388.02,,,
spend,2021,Professional,Home health,n/a,,Non-dual,75-84,Female,86995.94,,,
spend,2021,Professional,Home health,n/a,,Non-dual,75-84,Male,52934.05,,,
spend,2021,Other,Durable medical equipment,n/a,,Non-dual,85+,Female,784.05,,,
spend,2021,Other,Durable medical equipment,n/a,,Non-dual,85+,Male,736.11,,,
spend,2021,Professional,Inpatient/outpatient hospital setting,Imaging,,Non-dual,75-84,Male,1129.95,,,
spend,2021,Professional,Office (incl. telehealth),Unclassified,,Dual,65-74,Female,619993.32,,,
spend,2021,Other,Durable medical equipment,n/a,,Dual,65-74,Female,1339.44,,,
spend,2021,Other,Durable medical equipment,n/a,,Dual,75-84,Male,740.18,,,
spend,2021,Other,Durable medical equipment,n/a,,Non-dual,<65,Female,6024.34,,,
spend,2021,Other,Durable medical equipment,n/a,,Dual,75-84,Female,520.9,,,
spend,2021,Other,Durable medical equipment,n/a,,Dual,65-74,Male,1125.72,,,
spend,2021,Professional,Office (incl. telehealth),Unclassified,,Dual,85+,Female,187087.81,,,
spend,2021,Professional,Urgent care,E&M,,Non-dual,65-74,Male,19803.78,,,
spend,2021,Professional,Nursing facility / hospice setting,Exceptions/unclassified,,Non-dual,65-74,Male,0.0,,,
spend,2021,Other,Durable medical equipment,n/a,,Non-dual,<65,Male,6409.92,,,
spend,2021,Professional,Services at home,Exceptions/unclassified,,Non-dual,75-84,Female,0.0,,,
spend,2021,Long-Term Care,Hospice,n/a,,Dual,75-84,Female,62796.03,,,
spend,2021,Long-Term Care,Hospice,n/a,,Dual,75-84,Male,72617.2,,,
spend,2021,Professional,Nursing facility / hospice setting,Unclassified,,Non-dual,75-84,Female,756.34,,,
spend,2021,Professional,Nursing facility / hospice setting,Unclassified,,Non-dual,85+,Female,1458.19,,,
spend,2021,Professional,Nursing facility / hospice setting,Exceptions/unclassified,,Non-dual,85+,Female,0.0,,,
spend,2021,Professional,Office (incl. telehealth),Unclassified,,Non-dual,75-84,Male,1231772.67,,,
spend,2021,Professional,Services at home,E&M,,Non-dual,<65,Female,468.2,,,
spend,2021,Long-Term Care,Hospice,n/a,,Dual,65-74,Female,123807.85,,,
spend,2021,Long-Term Care,Hospice,n/a,,Dual,65-74,Male,207911.07,,,
spend,2021,Professional,Urgent care,E&M,,Dual,75-84,Male,600.5,,,
spend,2021,Professional,Services at home,Unclassified,,Non-dual,85+,Female,3559.63,,,
spend,2021,Other,Durable medical equipment,n/a,,Non-dual,65-74,Female,3048.99,,,
spend,2021,Other,Durable medical equipment,n/a,,Non-dual,65-74,Male,4123.04,,,
spend,2021,Professional,Inpatient/outpatient hospital setting,Unclassified,,Dual,65-74,Male,331017.4,,,
spend,2021,Professional,Office (incl. telehealth),E&M,,Dual,75-84,Female,11326.65,,,
spend,2021,Inpatient Hospital,Acute care hospital,n/a,,Non-dual,65-74,Female,2947955.68,,,
spend,2021,Inpatient Hospital,Acute care hospital,n/a,,Dual,75-84,Female,403716.13,,,
spend,2021,Professional,Home health,n/a,,Non-dual,<65,Male,10716.14,,,
spend,2021,Professional,Inpatient/outpatient hospital setting,Exceptions/unclassified,,Non-dual,75-84,Female,600.5,,,
spend,2021,Professional,Nursing facility / hospice setting,Exceptions/unclassified,,Dual,65-74,Female,0.0,,,
spend,2021,Professional,Home health,n/a,,Dual,65-74,Female,58533.06,,,
spend,2021,Professional,Home health,n/a,,Dual,65-74,Male,91605.08,,,
spend,2021,Long-Term Care,Skilled nursing facility,n/a,,Dual,85+,Male,45363.78,,,
spend,2021,Inpatient Hospital,Acute care hospital,n/a,,Non-dual,65-74,Male,5713933.89,,,
spend,2021,Inpatient Hospital,Acute care hospital,n/a,,Dual,75-84,Male,1775398.61,,,
spend,2021,Professional,Urgent care,Exceptions/unclassified,,Non-dual,75-84,Male,0.0,,,
spend,2021,Professional,Office (incl. telehealth),Unclassified,,Non-dual,75-84,Female,946174.09,,,
spend,2021,Long-Term Care,Skilled nursing facility,n/a,,Non-dual,75-84,Male,333700.0,,,
spend,2021,Inpatient Hospital,Acute care hospital,n/a,,Dual,85+,Female,115846.7,,,
spend,2021,Long-Term Care,Skilled nursing facility,n/a,,Non-dual,75-84,Female,408317.84,,,
spend,2021,Inpatient Hospital,Acute care hospital,n/a,,Dual,85+,Male,65238.31,,,
spend,2021,Long-Term Care,Skilled nursing facility,n/a,,Dual,85+,Female,132171.92,,,
spend,2021,Professional,Inpatient/outpatient hospital setting,E&M,,Non-dual,75-84,Female,600.5,,,
spend,2021,Professional,Nursing facility / hospice setting,Exceptions/unclassified,,Non-dual,65-74,Female,2074.44,,,
spend,2021,Professional,Urgent care,Exceptions/unclassified,,Dual,<65,Male,0.0,,,
spend,2021,Professional,Inpatient/outpatient hospital setting,Imaging,,Non-dual,85+,Male,527.59,,,
spend,2021,Professional,Inpatient/outpatient hospital setting,Unclassified,,Non-dual,85+,Male,18922.0,,,
spend,2021,Outpatient Hospital,Hospital outpatient,n/a,,Dual,75-84,Female,762606.11,,,
spend,2021,Professional,Services at home,Unclassified,,Non-dual,65-74,Male,2728.76,,,
spend,2021,Professional,Urgent care,Exceptions/unclassified,,Non-dual,<65,Male,481.7,,,
spend,2021,Professional,Services at home,Unclassified,,Non-dual,85+,Male,776.98,,,
spend,2021,Outpatient Hospital,Hospital outpatient,n/a,,Dual,75-84,Male,1507320.54,,,
spend,2021,Professional,Services at home,Exceptions/unclassified,,Non-dual,75-84,Male,0.0,,,
spend,2021,Professional,Services at home,Unclassified,,Dual,65-74,Male,1142.63,,,
spend,2021,Professional,Inpatient/outpatient hospital setting,Imaging,,Non-dual,65-74,Female,476.3,,,
spend,2021,Professional,Services at home,Unclassified,,Dual,75-84,Male,1115.78,,,
spend,2021,Professional,Inpatient/outpatient hospital setting,Unclassified,,Non-dual,65-74,Male,543514.39,,,
spend,2021,Professional,Services at home,Unclassified,,Dual,<65,Male,904.87,,,
spend,2021,Professional,Inpatient/outpatient hospital setting,Imaging,,Non-dual,<65,Male,2612.35,,,
spend,2021,Professional,Nursing facility / hospice setting,E&M,,Non-dual,75-84,Male,620.44,,,
spend,2021,Outpatient Hospital,Hospital outpatient,n/a,,Non-dual,85+,Male,1924968.32,,,
spend,2021,Professional,Inpatient/outpatient hospital setting,Unclassified,,Dual,85+,Male,3870.98,,,
spend,2021,Outpatient Hospital,Hospital outpatient,n/a,,Non-dual,85+,Female,1698344.2,,,
spend,2021,Professional,Inpatient/outpatient hospital setting,Unclassified,,Dual,<65,Male,73069.71,,,
spend,2021,Professional,Office (incl. telehealth),Unclassified,,Dual,85+,Male,152110.59,,,
spend,2021,Professional,Office (incl. telehealth),Unclassified,,Non-dual,65-74,Male,1812513.43,,,
spend,2021,Professional,Inpatient/outpatient hospital setting,Imaging,,Non-dual,65-74,Male,2723.3,,,
spend,2021,Professional,Inpatient/outpatient hospital setting,Exceptions/unclassified,,Dual,<65,Male,615.85,,,
spend,2021,Professional,Office (incl. telehealth),Unclassified,,Non-dual,<65,Female,2799530.95,,,
spend,2021,Professional,Inpatient/outpatient hospital setting,Exceptions/unclassified,,Dual,65-74,Male,2366.24,,,
spend,2021,Professional,Nursing facility / hospice setting,Unclassified,,Non-dual,<65,Male,26586.52,,,
spend,2021,Professional,Office (incl. telehealth),E&M,,Dual,75-84,Male,18638.59,,,
spend,2021,Professional,Nursing facility / hospice setting,Exceptions/unclassified,,Non-dual,75-84,Female,0.0,,,
spend,2021,Professional,Office (incl. telehealth),Unclassified,,Non-dual,85+,Male,636348.56,,,
spend,2021,Professional,Services at home,Unclassified,,Dual,<65,Female,1160.34,,,
spend,2021,Professional,Office (incl. telehealth),Exceptions/unclassified,,Non-dual,85+,Male,0.0,,,
spend,2021,Professional,Services at home,Unclassified,,Non-dual,<65,Female,10397.98,,,
spend,2021,Professional,Services at home,Exceptions/unclassified,,Non-dual,<65,Female,0.0,,,
spend,2021,Professional,Inpatient/outpatient hospital setting,Imaging,,Dual,75-84,Female,436.75,,,
spend,2021,Professional,Office (incl. telehealth),Exceptions/unclassified,,Dual,<65,Male,40613.71,,,
spend,2021,Professional,Nursing facility / hospice setting,Exceptions/unclassified,,Non-dual,75-84,Male,2974.03,,,
spend,2021,Professional,Services at home,Unclassified,,Non-dual,65-74,Female,1975.25,,,
spend,2021,Professional,Office (incl. telehealth),E&M,,Non-dual,65-74,Male,91824.5,,,
spend,2021,Professional,Nursing facility / hospice setting,Unclassified,,Non-dual,<65,Female,19999.41,,,
spend,2021,Professional,Office (incl. telehealth),Unclassified,,Non-dual,65-74,Female,1618694.33,,,
spend,2021,Professional,Office (incl. telehealth),Unclassified,,Non-dual,<65,Male,2700950.11,,,
spend,2021,Professional,Urgent care,Unclassified,,Non-dual,75-84,Male,324984.9,,,
spend,2021,Retail Pharmacy,Prescription drugs (Part D),n/a,,Non-dual,85+,Male,1433138.8,,,
spend,2021,Professional,Urgent care,Unclassified,,Dual,75-84,Male,165233.39,,,
spend,2021,Professional,Office (incl. telehealth),E&M,,Non-dual,<65,Male,235073.13,,,
spend,2021,Retail Pharmacy,Prescription drugs (Part D),n/a,,Non-dual,85+,Female,630611.65,,,
spend,2021,Professional,Office (incl. telehealth),Exceptions/unclassified,,Dual,<65,Female,11712.21,,,
spend,2021,Professional,Urgent care,E&M,,Dual,<65,Female,3173.2,,,
spend,2021,Professional,Urgent care,Exceptions/unclassified,,Dual,<65,Female,1206.6,,,
spend,2021,Retail Pharmacy,Prescription drugs (Part D),n/a,,Dual,<65,Female,555014.94,,,
spend,2021,Professional,Urgent care,Unclassified,,Dual,<65,Male,56475.37,,,
spend,2021,Professional,Office (incl. telehealth),E&M,,Dual,65-74,Female,24123.6,,,
spend,2021,Professional,Office (incl. telehealth),Unclassified,,Non-dual,85+,Female,729591.46,,,
spend,2021,Professional,Inpatient/outpatient hospital setting,Unclassified,,Dual,65-74,Female,228038.43,,,
spend,2021,Professional,Office (incl. telehealth),Exceptions/unclassified,,Non-dual,85+,Female,8113.45,,,
spend,2021,Professional,Urgent care,Exceptions/unclassified,,Non-dual,75-84,Female,2660.67,,,
spend,2021,Professional,Urgent care,Exceptions/unclassified,,Non-dual,<65,Female,434.05,,,
spend,2021,Professional,Inpatient/outpatient hospital setting,Exceptions/unclassified,,Dual,65-74,Female,620.44,,,
spend,2021,Professional,Office (incl. telehealth),E&M,,Dual,65-74,Male,29583.57,,,
spend,2021,Retail Pharmacy,Prescription drugs (Part D),n/a,,Dual,<65,Male,440574.07,,,
spend,2021,Professional,Inpatient/outpatient hospital setting,Unclassified,,Non-dual,65-74,Female,641367.43,,,
spend,2021,Professional,Office (incl. telehealth),E&M,,Non-dual,<65,Female,144769.08,,,
spend,2021,Professional,Nursing facility / hospice setting,Unclassified,,Non-dual,85+,Male,4368.98,,,
spend,2021,Professional,Urgent care,Unclassified,,Non-dual,75-84,Female,260791.55,,,
spend,2021,Retail Pharmacy,Prescription drugs (Part D),n/a,,Non-dual,65-74,Male,1137523.53,,,
spend,2021,Professional,Urgent care,Unclassified,,Dual,<65,Female,63483.09,,,
spend,2021,Professional,Urgent care,Exceptions/unclassified,,Non-dual,65-74,Female,0.0,,,
spend,2021,Professional,Urgent care,E&M,,Dual,<65,Male,3413.5,,,
spend,2021,Retail Pharmacy,Prescription drugs (Part D),n/a,,Non-dual,65-74,Female,970786.82,,,
spend,2021,Professional,Urgent care,Unclassified,,Dual,75-84,Female,75103.5,,,
spend,2021,Professional,Urgent care,Unclassified,,Dual,65-74,Female,65493.99,,,
spend,2021,Professional,Urgent care,Unclassified,,Dual,65-74,Male,154612.81,,,
spend,2021,Professional,Office (incl. telehealth),E&M,,Non-dual,65-74,Female,46749.81,,,
spend,2021,Professional,Services at home,Exceptions/unclassified,,Non-dual,<65,Male,0.0,,,
spend,2022,Professional,Home health,n/a,,Dual,85+,Male,3673.8,,,
spend,2022,Professional,Home health,n/a,,Dual,75-84,Female,2620.62,,,
spend,2022,Professional,Inpatient/outpatient hospital setting,Exceptions/unclassified,,Non-dual,65-74,Female,1704.55,,,
spend,2022,Professional,Inpatient/outpatient hospital setting,Unclassified,,Non-dual,65-74,Female,301125.73,,,
spend,2022,Retail Pharmacy,Prescription drugs (Part D),n/a,,Non-dual,<65,Female,1438745.12,,,
spend,2022,Retail Pharmacy,Prescription drugs (Part D),n/a,,Non-dual,<65,Male,1671304.11,,,
spend,2022,Professional,Urgent care,Exceptions/unclassified,,Non-dual,65-74,Female,5435.51,,,
spend,2022,Retail Pharmacy,Prescription drugs (Part D),n/a,,Non-dual,85+,Female,729724.11,,,
spend,2022,Professional,Office (incl. telehealth),Exceptions/unclassified,,Dual,85+,Male,5712.0,,,
spend,2022,Professional,Nursing facility / hospice setting,Exceptions/unclassified,,Non-dual,85+,Male,0.0,,,
spend,2022,Retail Pharmacy,Prescription drugs (Part D),n/a,,Non-dual,85+,Male,1547193.55,,,
spend,2022,Professional,Inpatient/outpatient hospital setting,Imaging,,Non-dual,65-74,Female,2921.7,,,
spend,2022,Professional,Nursing facility / hospice setting,Exceptions/unclassified,,Non-dual,65-74,Female,2337.83,,,
spend,2022,Professional,Nursing facility / hospice setting,Unclassified,,Non-dual,65-74,Female,21025.21,,,
spend,2022,Retail Pharmacy,Prescription drugs (Part D),n/a,,Dual,75-84,Female,432895.94,,,
spend,2022,Professional,Nursing facility / hospice setting,Exceptions/unclassified,,Non-dual,<65,Male,0.0,,,
spend,2022,Professional,Urgent care,E&M,,Non-dual,<65,Female,1694.65,,,
spend,2022,Professional,Inpatient/outpatient hospital setting,Unclassified,,Non-dual,65-74,Male,262086.59,,,
spend,2022,Professional,Nursing facility / hospice setting,Unclassified,,Non-dual,65-74,Male,15138.13,,,
spend,2022,Professional,Inpatient/outpatient hospital setting,Unclassified,,Dual,75-84,Male,218775.91,,,
spend,2022,Professional,Urgent care,Unclassified,,Dual,75-84,Female,91755.42,,,
spend,2022,Professional,Nursing facility / hospice setting,Exceptions/unclassified,,Dual,65-74,Female,0.0,,,
spend,2022,Professional,Office (incl. telehealth),Exceptions/unclassified,,Non-dual,75-84,Female,17263.06,,,
spend,2022,Retail Pharmacy,Prescription drugs (Part D),n/a,,Dual,75-84,Male,571459.39,,,
spend,2022,Professional,Inpatient/outpatient hospital setting,Exceptions/unclassified,,Dual,75-84,Male,1093.34,,,
spend,2022,Professional,Office (incl. telehealth),Exceptions/unclassified,,Non-dual,75-84,Male,28895.61,,,
spend,2022,Professional,Urgent care,Exceptions/unclassified,,Dual,85+,Female,0.0,,,
spend,2022,Professional,Nursing facility / hospice setting,Exceptions/unclassified,,Non-dual,65-74,Male,0.0,,,
spend,2022,Professional,Urgent care,Unclassified,,Non-dual,85+,Female,203198.06,,,
spend,2022,Professional,Urgent care,Exceptions/unclassified,,Non-dual,75-84,Male,516.31,,,
spend,2022,Professional,Office (incl. telehealth),Exceptions/unclassified,,Dual,85+,Female,2274.19,,,
spend,2022,Professional,Urgent care,Exceptions/unclassified,,Non-dual,75-84,Female,2843.19,,,
spend,2022,Professional,Urgent care,Unclassified,,Non-dual,85+,Male,266805.94,,,
spend,2022,Professional,Urgent care,Exceptions/unclassified,,Dual,85+,Male,2421.25,,,
spend,2022,Professional,Office (incl. telehealth),Unclassified,,Dual,65-74,Female,670479.1,,,
spend,2022,Professional,Nursing facility / hospice setting,Exceptions/unclassified,,Dual,65-74,Male,0.0,,,
spend,2022,Professional,Nursing facility / hospice setting,Exceptions/unclassified,,Non-dual,<65,Female,0.0,,,
spend,2022,Professional,Nursing facility / hospice setting,Unclassified,,Non-dual,<65,Female,26538.08,,,
spend,2022,Professional,Urgent care,E&M,,Non-dual,<65,Male,29878.02,,,
spend,2022,Professional,Inpatient/outpatient hospital setting,Exceptions/unclassified,,Non-dual,<65,Male,1216.35,,,
spend,2022,Professional,Nursing facility / hospice setting,Exceptions/unclassified,,Non-dual,75-84,Male,2685.73,,,
spend,2022,Professional,Inpatient/outpatient hospital setting,Exceptions/unclassified,,Dual,65-74,Male,901.2,,,
spend,2022,Professional,Inpatient/outpatient hospital setting,Unclassified,,Dual,65-74,Male,122233.26,,,
spend,2022,Inpatient Hospital,Acute care hospital,n/a,,Dual,65-74,Female,884068.04,,,
spend,2022,Professional,Inpatient/outpatient hospital setting,Unclassified,,Dual,<65,Female,101171.26,,,
spend,2022,Professional,Services at home,Exceptions/unclassified,,Non-dual,<65,Female,0.0,,,
spend,2022,Professional,Office (incl. telehealth),E&M,,Dual,85+,Male,15755.73,,,
spend,2022,Professional,Office (incl. telehealth),E&M,,Non-dual,75-84,Female,17464.36,,,
spend,2022,Professional,Nursing facility / hospice setting,Exceptions/unclassified,,Dual,85+,Female,0.0,,,
spend,2022,Professional,Nursing facility / hospice setting,Unclassified,,Non-dual,<65,Male,41303.07,,,
spend,2022,Professional,Nursing facility / hospice setting,Exceptions/unclassified,,Non-dual,75-84,Female,0.0,,,
spend,2022,Professional,Urgent care,E&M,,Dual,65-74,Male,9338.85,,,
spend,2022,Professional,Office (incl. telehealth),E&M,,Non-dual,85+,Female,20330.5,,,
spend,2022,Professional,Office (incl. telehealth),Unclassified,,Dual,65-74,Male,731734.18,,,
spend,2022,Professional,Office (incl. telehealth),Unclassified,,Dual,85+,Male,197161.44,,,
spend,2022,Professional,Inpatient/outpatient hospital setting,Exceptions/unclassified,,Non-dual,<65,Female,481.7,,,
spend,2022,Professional,Office (incl. telehealth),E&M,,Non-dual,85+,Male,19257.01,,,
spend,2022,Professional,Inpatient/outpatient hospital setting,E&M,,Non-dual,<65,Female,995.8,,,
spend,2022,Professional,Nursing facility / hospice setting,E&M,,Non-dual,75-84,Male,620.44,,,
spend,2022,Professional,Office (incl. telehealth),E&M,,Dual,85+,Female,5544.38,,,
spend,2022,Professional,Nursing facility / hospice setting,E&M,,Non-dual,65-74,Female,620.44,,,
spend,2022,Professional,Inpatient/outpatient hospital setting,Unclassified,,Dual,65-74,Female,77416.03,,,
spend,2022,Professional,Services at home,Unclassified,,Non-dual,75-84,Male,1377.18,,,
spend,2022,Professional,Inpatient/outpatient hospital setting,Unclassified,,Non-dual,85+,Female,3581.77,,,
spend,2022,Professional,Inpatient/outpatient hospital setting,Imaging,,Non-dual,85+,Female,476.3,,,
spend,2022,Outpatient Hospital,Hospital outpatient,n/a,,Non-dual,65-74,Male,8671446.18,,,
spend,2022,Professional,Services at home,Unclassified,,Non-dual,85+,Male,861.31,,,
spend,2022,Professional,Urgent care,Unclassified,,Dual,85+,Female,68152.87,,,
